path;author;sex;birthday;header;created;sphere;genre_fi;type;topic;chronotop;style;audience_age;audience_level;audience_size;source;publication;publisher;publ_year;medium;subcorpus;tagging;comments;editor_id
13123501;Вячеслав Игрунов, Дмитрий Камышев;муж;;Вячеслав Игрунов: денег у нас будет достаточно;1999;публицистика|нехудожественная;;интервью;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Коммерсантъ-Власть», 1999, № 22;«Коммерсантъ-Власть»;;1999;журнал;ПК письменных текстов;manual;;1
331619;Сергей Хуторцев;муж;1951;Боевое дежурство в РВСН: особенности организации и проблемы совершенствования.;2003;публицистика|нехудожественная;;статья;армия и вооруженные конфликты;;нейтральный;н-возраст;н-уровень;большая;«Военная мысль», 14.07.2003;«Военная мысль»;;2003.07.14;журнал;ПК письменных текстов;manual;;1
vmn_0809_3;Сергей Попов;муж;;Дефект Конституции;2003;публицистика|нехудожественная;;комментарий;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 09.08.2003;«Время МН»;;2003.08.09;газета;ПК письменных текстов;manual;;1
18114;Анна Майорова;жен;;Утром -- деньги, вечером -- программы. Лицензионная политика Microsoft потребителя не радует;2002;публицистика|нехудожественная;;комментарий;наука и технологии;;нейтральный;н-возраст;н-уровень;большая;«Известия», 14.05.2002;«Известия»;;2002.05.14;газета;ПК письменных текстов;manual;;1
451394;С. Артюхов;муж;;…И паек в натуре;2002;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Сочи», 22.08.2002;«Сочи»;;2002.08.22;газета;ПК письменных текстов;manual;;1
451393;В. Воронова;жен;;Чтобы расставание не было мучительным;2002;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Сочи», 22.08.2002;«Сочи»;;2002.08.22;газета;ПК письменных текстов;manual;;1
451398;М. Володина;жен;;О фольге;2002;публицистика|нехудожественная;;статья;техника;;нейтральный;н-возраст;н-уровень;большая;«Сочи», 22.08.2002;«Сочи»;;2002.08.22;газета;ПК письменных текстов;manual;;1
451399;Т. Аксюта;жен;;Как жить на проценты?;2002;публицистика|нехудожественная;;статья;право;;нейтральный;н-возраст;н-уровень;большая;«Сочи», 22.08.2002;«Сочи»;;2002.08.22;газета;ПК письменных текстов;manual;;1
obldram;Анатолий Азольский;муж;1930;Облдрамтеатр;1997;художественная;нежанровая проза;повесть;;Россия/СССР: 1930-е|Россия/СССР: 1946-1952;нейтральный;н-возраст;н-уровень;большая;«Новый Мир», 1997, № 11  ;«Новый Мир»;;1997;журнал;ПК письменных текстов;manual;;3
520681;;;;Механизм оценивания ситуаций в интеллектуальной системе поддержки принятия решений;2003;учебно-научная|нехудожественная;;статья;наука и технологии|информатика;;специальный;н-возраст;высокий;средняя;«Информационные технологии», 2003, № 6;«Информационные технологии»;;2003;журнал;ПК письменных текстов;manual;;1
441869;;;;Рекламные гуляния в Северной Пальмире;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Рекламный мир», 28.04.2003;«Рекламный мир»;;2003.04.28;журнал;ПК письменных текстов;manual;;1
pelev1_02;Виктор Пелевин;муж;1962;Желтая стрела;1993;художественная;нежанровая проза;повесть;;Россия: постсоветский период;нейтральный;н-возраст;н-уровень;большая;Виктор Пелевин. Собрание сочинений в 3 т. Т. 1. М.: Вагриус, 2001;Виктор Пелевин. Собрание сочинений в 3-х томах. Т. 1;«Вагриус»;2001;книга;ПК письменных текстов;manual;;3
22877174;;;;Левый марш;2002;публицистика|нехудожественная;;статья;частная жизнь|политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Автопилот», № 7;«Автопилот»;;2002;журнал;ПК письменных текстов;manual;;1
444389;;;;Этимология превращения гусеницы в бабочку;2002;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.04.08;«Культура»;;2002.04.08;газета;ПК письменных текстов;manual;;1
nrab_0205_1;;;;На Кубани передела собственности на землю не будет;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Новороссийский рабочий», 05.02.2003;«Новороссийский рабочий»;;2003.02.05;газета;ПК письменных текстов;manual;;1
331794;Сергей Зиновьев;муж;;У «Порше» не выдержало сердце;2003;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«За рулем», 15.05.2003;«За рулем»;;2003.05.15;журнал;ПК письменных текстов;manual;;1
kavkplen;Владимир Маканин;муж;1937;Кавказский пленный;1995;художественная;нежанровая проза;рассказ;;Россия: постсоветский период;нейтральный;н-возраст;н-уровень;большая;Проза новой России: В 4 т. Т. 2. - М.: Вагриус, 2003;Проза новой России: В 4 т. Т. 2;«Вагриус»;2003;книга;ПК письменных текстов;manual;;3
issue_2020;;;;Различить неразличимое;2003;публицистика|нехудожественная;;заметка;наука и технологии|биология;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
00067797;;;;Календарь;2002;публицистика|нехудожественная;;хроника;спорт;;нейтральный;н-возраст;н-уровень;большая;«Автопилот», 15.08.2002;«Автопилот»;;2002.08.15;журнал;ПК письменных текстов;manual;;1
issue_2111;;;;Лучше уж пейте за рулем!;2003;публицистика|нехудожественная;;заметка;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
issue_2112;;;;Крепкий орешек;2003;публицистика|нехудожественная;;заметка;наука и технологии|геология;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
30512;Мария Кувшинова;жен;;«Ника» отступает, но не сдается. Старейшая киноакадемия объявила о своих планах;2003;публицистика|нехудожественная;;заметка;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 25.02.2003;«Известия»;;2003.02.25;газета;ПК письменных текстов;manual;;1
romantik;Василий Аксенов;муж;1932;Романтик Китоусов, академик Великий-Салазкин и таинственная Маргарита;1973;художественная;детская;рассказ;;Россия/СССР: 1960-1980-е;индивидуально-авторский;н-возраст;н-уровень;большая;Литературная газета, 1973 - http://lib.udm.ru/lib/AKSENOW/romatik.txt;«Литературная газета»;;1973;газета;ПК письменных текстов;manual;;1
389892;Анна Шкилева;жен;;Афиша;2002;публицистика|нехудожественная;;анонс;досуг, зрелища и развлечения;;нейтральный;н-возраст;н-уровень;средняя;«Биржа плюс свой дом» (Н. Новгород), 20020916;«Биржа плюс свой дом» (Н. Новгород);;2002.09.16;газета;ПК письменных текстов;manual;;1
434522;;;;Мама шлет письмо;1997;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Здоровье», 15.12.1997;«Здоровье»;;1997.12.15;журнал;ПК письменных текстов;manual;;1
450910;И. Ковалева;жен;;В карте запись;1999;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Здоровье», 15.03.1999;«Здоровье»;;1999.03.15;журнал;ПК письменных текстов;manual;;1
vmn_0730_3;Елена Костюк;жен;;Сверхбедные против свербогатых;2003;публицистика|нехудожественная;;интервью;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Время МН», 30.07.2003;«Время МН»;;2003.07.30;газета;ПК письменных текстов;manual;;1
nezhny;Андрей Геласимов;муж;1966;Нежный возраст;2001;художественная;нежанровая проза;рассказ;;Россия: постсоветский период;нейтральный;н-возраст;н-уровень;большая;Геласимов А. Фокс Малдер похож на свинью: Повесть, рассказы. — М.: ОГИ, 2001;Геласимов А. Фокс Малдер похож на свинью: Повесть, рассказы;Издательство О. Г. И.;2001;книга;ПК письменных текстов;manual;;3
519657;А. М. Старик, Н. С. Титова;жен;;Инициирование горения метано-воздушной смеси в сверхзвуковом потоке за ударной волной при возбуждении молекул O2 лазерным излучением;2004;учебно-научная|нехудожественная;;аннотация;наука и технологии|физика;;специальный;н-возраст;высокий;средняя;Журнал технической физики, 2004, №9;«Журнал технической физики»;;2004;журнал;ПК письменных текстов;manual;;2
491332;Эльвира Савкина;жен;;Ввиду явного преимущества;2002;публицистика|нехудожественная;;статья;частная жизнь;;нейтральный;н-возраст;н-уровень;средняя;«Дело» (Самара), 20020426;«Дело» (Самара);;2002.04.26;газета;ПК письменных текстов;manual;;1
331544;Денис Викторов;муж;;Стена;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Бизнес-журнал», 23.10.2003;«Бизнес-журнал»;;2003.10.23;журнал;ПК письменных текстов;manual;;1
328815;Марина Трубилина;жен;;Грачи прилетели досрочно!;2002;публицистика|нехудожественная;;заметка;природа;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 14.03.2002;«Вечерняя Москва»;;2002.03.14;газета;ПК письменных текстов;manual;;1
331691;;;;За мир нужно бороться;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Жизнь национальностей», 18.06.2003;«Жизнь национальностей»;;2003.06.18;журнал;ПК письменных текстов;manual;;1
515082;Светлана Ткачева;жен;;Новый год и звезды;2002;публицистика|нехудожественная;;интервью;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;100% Здоровья, 2002.12.11;«100% здоровья»;;2002.11.11;журнал;ПК письменных текстов;manual;;1
431751;;;;Об Изумрудном острове, кельтах, Св. Патрике, погоде и современном образовании;2001;публицистика|нехудожественная;;очерк;путешествия;;нейтральный;н-возраст;н-уровень;большая;«Туризм и образование», 15.03.2001;«Туризм и образование»;;2001.03.15;журнал;ПК письменных текстов;manual;;1
1-20-1;;;;Святослав Сахарнов;2002;публицистика|нехудожественная;;рассказ;искусство и культура;;нейтральный;детский;н-уровень;большая;http://murzilka.km.ru/ «Мурзилка», 2002, № 3;«Мурзилка»;;2002;журнал;ПК письменных текстов;manual;;1
ant3_29;Алексей Слаповский;муж;1957;Не сбылась моя мечта;1999;художественная;нежанровая проза;рассказ;;Россия/СССР: перестройка|Россия: постсоветский период;нейтральный;н-возраст;н-уровень;большая;Проза новой России: В 4 т. Т. 3. - М.: Вагриус, 2003;Проза новой России: В 4 т. Т. 3;«Вагриус»;2003;книга;ПК письменных текстов;manual;;3
10977431;Екатерина Блинова;жен;;Время не имеет значения;2002;публицистика|нехудожественная;;обзор;техника;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.08.2002;«Домовой»;;2002.08.04;журнал;ПК письменных текстов;manual;;1
442747;;;;Джим Кэрри -- изнутри и снаружи;2004;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Экран и сцена», 06.05.2004;«Экран и сцена»;;2004.05.06;газета;ПК письменных текстов;manual;;1
442744;;;;Плюс-минус гамбургер;2004;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Экран и сцена», 06.05.2004;«Экран и сцена»;;2004.05.06;газета;ПК письменных текстов;manual;;1
442740;;;;Надежда Шагрова: «Я -- мал» ищет единомышленников;2004;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Экран и сцена», 06.05.2004;«Экран и сцена»;;2004.05.06;газета;ПК письменных текстов;manual;;1
29094;;;;Александр Левин покидает ТВС;2003;публицистика|нехудожественная;;интервью;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 21.01.2003;«Известия»;;2003.01.21;газета;ПК письменных текстов;manual;;1
441858;;;;Нестандартный интернет-маркетинг;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Рекламный мир», 28.04.2003;«Рекламный мир»;;2003.04.28;журнал;ПК письменных текстов;manual;;1
astaf1;Виктор Астафьев;муж;1924;Затеси;1999;публицистика|нехудожественная;;мемуары;;Россия/СССР: советский период|Россия: постсоветский период;нейтральный;н-возраст;н-уровень;большая;http://magazines.russ.ru/;«Новый Мир»;;2000;журнал;ПК письменных текстов;manual;;3
issue_2346;;;;Крапленые карты географии;2003;публицистика|нехудожественная;;заметка;наука и технологии|география;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 8;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;;2
331781;Сергей Волгин;муж;;Дело о въезде под «кирпич»;2003;публицистика|нехудожественная;;статья;право;;нейтральный;н-возраст;н-уровень;большая;«За рулем», 15.05.2003;«За рулем»;;2003.05.15;журнал;ПК письменных текстов;manual;;1
19781;Георгий Степанов;муж;;Два инфаркта и 14 украденных браслетов;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 19.06.2002;«Известия»;;2002.06.19;газета;ПК письменных текстов;manual;;1
473112;;;;Форд-чтиво;2000;публицистика|нехудожественная;;заметка;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Рекламный мир», 15.02.2000;«Рекламный мир»;;2000.02.15;журнал;ПК письменных текстов;manual;;1
473116;;;;ОРТ и ТВЦ дали вволю;2000;публицистика|нехудожественная;;заметка;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Рекламный мир», 15.02.2000;«Рекламный мир»;;2000.02.15;журнал;ПК письменных текстов;manual;;1
10782;Роман Средиземский;муж;;Безумный Фишер. Экс-чемпион мира по шахматам обрадовался терактам в США;2001;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 03.12.2001;«Известия»;;2001.12.03;газета;ПК письменных текстов;manual;;1
10974157;;;;Следопыт;2002;публицистика|нехудожественная;;информационное сообщение;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.01.2002;«Домовой»;;2002.01.04;журнал;ПК письменных текстов;manual;;1
20598;;;;Опасные игры со временем. Видеосеанс;2002;публицистика|нехудожественная;;обзор;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Известия», 05.07.2002;«Известия»;;2002.07.05;газета;ПК письменных текстов;manual;;1
16235;Алексей Демин;муж;;Со среды до субботы -- подвиг. Для попадания в финал «Авангарду» и «Металлургу» придется бить «вечный» рекорд;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 26.03.2002;«Известия»;;2002.03.26;газета;ПК письменных текстов;manual;;1
491498;;;;Вами кто владеет?;2002;публицистика|нехудожественная;;комментарий;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;средняя;Дело (Самара), 20020717;«Дело» (Самара);;2002.07.17;газета;ПК письменных текстов;manual;;1
328861;Юрий Гуллер;муж;;Русский бунт, демократический, но беспощадный;2002;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Вечерняя Москва», 14.03.2002;«Вечерняя Москва»;;2002.03.14;газета;ПК письменных текстов;manual;;1
517652;;;;Ликвидация полиомиелита и роль вакцинных вирусов в этом процессе;2002;учебно-научная|нехудожественная;;статья;наука и технологии|здоровье и медицина;;специальный;н-возраст;высокий;средняя;«Вопросы вирусологии», 14.10.2002;«Вопросы вирусологии»;;2002.10.14;журнал;ПК письменных текстов;manual;;1
431741;Татьяна Ливенкова;жен;;На всякий случай;2001;реклама|нехудожественная;;статья;путешествия;;нейтральный;н-возраст;н-уровень;большая;«Туризм и образование», 15.03.2001;«Туризм и образование»;;2001.03.15;журнал;ПК письменных текстов;manual;;1
518241;;;;Личные подсобные хозяйства населения: состояние и перспективы*;2004;учебно-научная|нехудожественная;;статья;наука и технологии|бизнес, коммерция, экономика, финансы;;специальный;н-возраст;н-уровень;средняя;Вопросы статистики,2004,N010;«Вопросы статистики»;;2004;журнал;ПК письменных текстов;manual;;2
nrab_0218_2;Марина Рыбкина;жен;;Власть - поближе, деньги - подальше?;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Новороссийский рабочий», 18.02.2003;«Новороссийский рабочий»;;2003.02.18;газета;ПК письменных текстов;manual;;1
shkl_05;И. С. Шкловский;муж;1916;Из истории развития радиоастрономии в СССР;1960;учебно-научная|нехудожественная;;статья;наука и технологии|астрономия;;нейтральный;н-возраст;н-уровень;большая;И. Шкловский: «Разум, жизнь, вселенная». -- М.: «Янус», 1996;И. Шкловский: «Разум, жизнь, вселенная»;«Янус»;1996;книга;ПК письменных текстов;manual;;2
vest-cherep;А. М. Черепащук;;;Поиски чёрных дыр;2004;учебно-научная|нехудожественная;;статья;наука и технологии|астрономия;;специальный;н-возраст;высокий;средняя;«Вестник РАН», том 74, 2004, № 6 -- vivovoco.rsl.ru/;«Вестник РАН»;;2004;журнал;ПК письменных текстов;manual;;2
ant3_31;Алексей Слаповский;муж;1957;Жизнь Лагарпова;1999;художественная;нежанровая проза;рассказ;;ирреальный мир;нейтральный;н-возраст;н-уровень;большая;Проза новой России: В 4 т. Т. 3. - М.: Вагриус, 2003;Проза новой России: В 4 т. Т. 3;«Вагриус»;2003;книга;ПК письменных текстов;manual;;3
494678;Сергей Любимов;муж;;Если корова перестала доиться;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;средняя;Богатей (Саратов), 20030424;«Богатей» (Саратов);;2003.04.24;газета;ПК письменных текстов;manual;;1
442750;;;;Спасительная эстафета игры;2004;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Экран и сцена», 06.05.2004;«Экран и сцена»;;2004.05.06;газета;ПК письменных текстов;manual;;1
ej_0325_1;Юлия Латынина;жен;1966;Армия второго сорта;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Еженедельный журнал», 24.03.2003;«Еженедельный журнал»;;2003.03.24;журнал;ПК письменных текстов;manual;;1
17786;Ольга Максимова;жен;;Регионы онлайн. Интернет-брокерам стало тесно в столице;2002;публицистика|нехудожественная;;статья;наука и технологии;;нейтральный;н-возраст;н-уровень;большая;«Известия», 29.04.2002;«Известия»;;2002.04.29;газета;ПК письменных текстов;manual;;1
frstraid;И. Грекова;жен;1907;Первый налет;1960;художественная;нежанровая проза;рассказ;;Россия/СССР: 1941-1945;нейтральный;н-возраст;н-уровень;большая;И. Грекова. На испытаниях.- М.: Сов. писатель, 1990;На испытаниях;«Советский писатель»;1990;книга;ПК письменных текстов;manual;;3
rebenok;Алевтина Луговская;жен;;Если ребенок боится ходить в школу;2002;учебно-научная|нехудожественная;;статья;наука и технологии|психология|образование;;нейтральный;н-возраст;н-уровень;средняя;Алевтина Луговская. Если ребенок боится ходить в школу. - М.: Эксмо, 2002;;;2002;книга;ПК письменных текстов;manual;;2
444329;;;;В тридцати километрах от Японии;2002;публицистика|нехудожественная;;заметка;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.04.01;«Культура»;;2002.04.01;газета;ПК письменных текстов;manual;;1
520795;А. Ю. Савинков;муж;;Синхронизация и верификация в имитационном моделировании;2004;учебно-научная|нехудожественная;;статья;наука и технологии|информатика;;специальный;н-возраст;профессиональный;средняя;«Информационные технологии», 2004, № 3;«Информационные технологии»;;2004;журнал;ПК письменных текстов;manual;;1
520791;И. А. Барков;муж;;Автоматический синтез структурного описания конструкции;2004;учебно-научная|нехудожественная;;статья;наука и технологии|информатика;;специальный;н-возраст;высокий;средняя;«Информационные технологии», 2004, № 3;«Информационные технологии»;;2004;журнал;ПК письменных текстов;manual;;1
dash10_15;;;;Советы парикмахера;2004;публицистика|нехудожественная;;совет;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Даша», №10. -- ИД «Бурда»;«Даша»;ИД «Бурда»;2004;журнал;ПК письменных текстов;manual;;1
472900;Петр Мельников;муж;;Строитель не может быть эмигрантом;2003;публицистика|нехудожественная;;интервью;строительство и архитектура;;нейтральный;н-возраст;н-уровень;большая;Московский комсомолец в Сыктывкаре, 06.08.2003;«Московский комсомолец» в Сыктывкаре;;2003.08.06;газета;ПК письменных текстов;manual;;1
issue_2357;;;;В Ватикане уничтожают памятники;2003;публицистика|нехудожественная;;заметка;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 9;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;заполнить source;2
444341;;;;Комический трагик Астерикс;2002;публицистика|нехудожественная;;статья;искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«Культура», 2002.04.01;«Культура»;;2002.04.01;газета;ПК письменных текстов;manual;;1
06411495;Катя Метелица;жен;;Фруска;1997;публицистика|нехудожественная;;статья;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Столица», 17.06.1997;«Столица»;;1997.06.17;журнал;ПК письменных текстов;manual;;1
gta_0630_02;Анастасия Матвеева;жен;;Спортивная Россия вместо Единой;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Газета», 30.06.2003;«Газета»;;2003.06.30;газета;ПК письменных текстов;manual;;1
gta_0630_01;Рустем Фаляхов;муж;;Геннадий Зюганов «на троих» не делится;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Газета», 30.06.2003;«Газета»;;2003.06.30;газета;ПК письменных текстов;manual;;1
lysenk_01;В. Г. Лысенко;муж;;Классическая индийская философия в переводах и исследованиях российских ученых (1990-1996);1996;учебно-научная|нехудожественная;;статья;философия|религия;;нейтральный;н-возраст;н-уровень;средняя;http://www.philosophy.ru;;;1996;книга;ПК письменных текстов;manual;;2
mitenkov;Ф. М. Митенков;муж;;Судовая ядерная энергетика;2003;учебно-научная|нехудожественная;;статья;наука и технологии|энергетика;;специальный;н-возраст;высокий;средняя;«Вестник РАН», том 73, 2003, № 6 -- vivovoco.rsl.ru/;«Вестник РАН»;;2003;журнал;ПК письменных текстов;manual;;2
434504;;;;Солнце в вашем доме;1997;публицистика|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Здоровье», 15.12.1997;«Здоровье»;;1997.12.15;журнал;ПК письменных текстов;manual;;1
331465;Марк Тайманов;муж;1926;Эмоции неисчерпаемы;2003;публицистика|нехудожественная;;интервью;спорт|искусство и культура;;нейтральный;н-возраст;н-уровень;большая;«64 — Шахматное обозрение», 15.10.2003;«64 — Шахматное обозрение»;;2003.10.15;журнал;ПК письменных текстов;manual;;1
1980;Евгений Чубаров;муж;;Взрывы под совещание. В Чечне продолжились теракты и заседания;2001;публицистика|нехудожественная;;заметка;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Известия», 02.07.2001;«Известия»;;2001.07.02;газета;ПК письменных текстов;manual;;1
10975741;;;;Невинный допинг;2002;публицистика|нехудожественная;;заметка;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Домовой», 04.04.2002;«Домовой»;;2002.04.04;журнал;ПК письменных текстов;manual;;1
intellig;Дмитрий Лихачев;муж;1906;О русской интеллигенции;1993;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;Лихачев Д.С. Раздумья о России. -- СПб.: «Logos», 1999. -- С. 615 -- 630.;Лихачев Д.С. Раздумья о России.;СПб.: Logos;1999;книга;ПК письменных текстов;manual;;2
331521;Владимир Ляпоров;муж;;Молодая гвардия. Искусство быстрого завоевания новых рынков сбыта;2003;публицистика|нехудожественная;;статья;бизнес, коммерция, экономика, финансы;;нейтральный;н-возраст;н-уровень;большая;«Бизнес-журнал», 23.10.2003;«Бизнес-журнал»;;2003.10.23;журнал;ПК письменных текстов;manual;;1
331637;Олег Поляковский;муж;;Неподсуден;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Вокруг света», 15.09.2003;«Вокруг света»;;2003.09.15;журнал;ПК письменных текстов;manual;;1
26433;;;;Террористы взорвали автобус в отместку за казнь Амаля Кази;2002;публицистика|нехудожественная;;информационное сообщение;криминал;;нейтральный;н-возраст;н-уровень;большая;«Известия», 15.11.2002;«Известия»;;2002.11.15;газета;ПК письменных текстов;manual;;1
ej_0317_5;Юлия Латынина;жен;1966;Самурайская дружба;2003;публицистика|нехудожественная;;статья;политика и общественная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Еженедельный журнал», 17.03.2003;«Еженедельный журнал»;;2003.03.17;журнал;ПК письменных текстов;manual;;1
444458;;;;Освободители;2003;публицистика|нехудожественная;;заметка;криминал;;нейтральный;н-возраст;н-уровень;большая;Криминальная хроника, 24.06.2003;«Криминальная хроника»;;2003.06.24;газета;ПК письменных текстов;manual;;1
dash10_09;Вероника Стрельникова;жен;;Опять акробатика, милый?;2004;публицистика|нехудожественная;;заметка;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Даша», №10. -- ИД «Бурда»;«Даша»;ИД «Бурда»;2004;журнал;ПК письменных текстов;manual;;1
dash10_03;;;;Преврати свой дом в цветущий сад!;2004;реклама|нехудожественная;;заметка;дом и домашнее хозяйство;;нейтральный;н-возраст;н-уровень;большая;«Даша», №10. -- ИД «Бурда»;«Даша»;ИД «Бурда»;2004;журнал;ПК письменных текстов;manual;;1
dash10_04;;;;Не занимайте очередь в хвосте у времени...;2004;реклама|нехудожественная;;заметка;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;«Даша», №10. -- ИД «Бурда»;«Даша»;ИД «Бурда»;2004;журнал;ПК письменных текстов;manual;;1
dash10_07;Ольга Зуева;жен;;Скажи, что я тебе нужна...;2004;публицистика|нехудожественная;;статья;частная жизнь;;нейтральный;н-возраст;н-уровень;большая;«Даша», №10. -- ИД «Бурда»;«Даша»;ИД «Бурда»;2004;журнал;ПК письменных текстов;manual;;1
443957;Татьяна Ефимова;жен;;Скажи: легко!;2003;публицистика|нехудожественная;;статья;дом и домашнее хозяйство;;нейтральный;н-возраст;н-уровень;большая;«Сад своими руками», 15.09.2003;«Сад своими руками»;;2003.09.15;газета;ПК письменных текстов;manual;;1
issue_2368;;;;Зубная паста миокарда;2003;учебно-научная|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 9;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;заполнить source;2
issue_2369;;;;Легко на сердце у Дориана Грея;2003;учебно-научная|нехудожественная;;статья;здоровье и медицина;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 9;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;заполнить source;2
issue_2361;;;;Лодку спасла радиация;2003;публицистика|нехудожественная;;заметка;наука и технологии;;нейтральный;н-возраст;н-уровень;большая;http://www.znanie-sila.ru/ «Знание - сила», 2003, № 9;«Знание -- сила»;;2003;журнал;ПК письменных текстов;manual;заполнить source;2
29059;Филипп Бахтин;муж;;Напугать Жеглова. Очередная победа фаворита Australian Open;2003;публицистика|нехудожественная;;комментарий;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 21.01.2003;«Известия»;;2003.01.21;газета;ПК письменных текстов;manual;;1
24011;Евгений Чежегов;муж;;Молодой и наглый. «Урал-Грейт» меняет курс, но сохранят цель;2002;публицистика|нехудожественная;;статья;спорт;;нейтральный;н-возраст;н-уровень;большая;«Известия», 17.09.2002;«Известия»;;2002.09.17;газета;ПК письменных текстов;manual;;1
